Nº;DATE;TIME;FIELD;RACE;BOX;GREY;RTG
803;2024-11-03;02:49;northam;R5;8;HEAD NOISE;100
804;2024-11-03;03:12;northam;R6;1;MOMENT FOR LIFE;95
805;2024-11-03;03:12;northam;R6;2;BEER THANKS;100
806;2024-11-03;03:12;northam;R6;3;LIL MIKI BREEZE;94
807;2024-11-03;03:12;northam;R6;4;SUN DRIFTER;91
808;2024-11-03;03:12;northam;R6;5;ALL ABOUT QUARTZ;94
809;2024-11-03;03:12;northam;R6;6;POWER FORWARD;95
810;2024-11-03;03:12;northam;R6;7;ABBY KEEPING;86
811;2024-11-03;03:12;northam;R6;8;ROYAL FUN;92
812;2024-11-03;03:12;northam;R6;9;WAHOO MONELLI;
813;2024-11-03;03:12;northam;R6;10;SHAKE THE DREAM;
814;2024-11-03;03:31;northam;R7;1;STORM ALERT;100
815;2024-11-03;03:31;northam;R7;2;WISE MOVE;92
816;2024-11-03;03:31;northam;R7;3;VACANT BOX;
817;2024-11-03;03:31;northam;R7;4;AZUERO;91
818;2024-11-03;03:31;northam;R7;5;WISE KOONAC;89
819;2024-11-03;03:31;northam;R7;6;VACANT BOX;
820;2024-11-03;03:31;northam;R7;7;SHE'S ALL RIGHT;80
821;2024-11-03;03:31;northam;R7;8;VENETIAN;91
822;2024-11-03;03:50;northam;R8;1;SMIRCH BIRCH;100
823;2024-11-03;03:50;northam;R8;2;PAD UP OWEN;94
824;2024-11-03;03:50;northam;R8;3;ROGUE RUNNER;96
825;2024-11-03;03:50;northam;R8;4;EL SALVADOR;94
826;2024-11-03;03:50;northam;R8;5;FLYING GOLDWING;95
827;2024-11-03;03:50;northam;R8;6;ALL ABOUT SLATE;97
828;2024-11-03;03:50;northam;R8;7;DAZZLING STAR;86
829;2024-11-03;03:50;northam;R8;8;SON OF FRANKIE;99
830;2024-11-03;03:50;northam;R8;9;SUPER PUMPED;
831;2024-11-03;03:50;northam;R8;10;EARLY WORM;
832;2024-11-03;04:08;northam;R9;1;SAGANAKI KID;95
833;2024-11-03;04:08;northam;R9;2;MAXWELL SMART;94
834;2024-11-03;04:08;northam;R9;3;TRUNKEY JENNINGS;92
835;2024-11-03;04:08;northam;R9;4;ALL ABOUT MARBLE;73
836;2024-11-03;04:08;northam;R9;5;BECAUSE OF YOU;77
837;2024-11-03;04:08;northam;R9;6;BUSTER MOON;67
838;2024-11-03;04:08;northam;R9;7;FRANTIC PHYLLIS;100
839;2024-11-03;04:08;northam;R9;8;PRIME MARTINI;70
840;2024-11-03;04:27;northam;R10;1;EVIE MALT;97
841;2024-11-03;04:27;northam;R10;2;TICK TICK TICK;98
842;2024-11-03;04:27;northam;R10;3;FULL ON FRANKIE;87
843;2024-11-03;04:27;northam;R10;4;KENNY KEEPING;84
844;2024-11-03;04:27;northam;R10;5;QUID BROTHER;100
845;2024-11-03;04:27;northam;R10;6;FERRERO FLYER;96
846;2024-11-03;04:27;northam;R10;7;CHEDDAR MONELLI;95
847;2024-11-03;04:27;northam;R10;8;BAZINGA BOY;
848;2024-11-03;04:27;northam;R10;9;MOONRAKER MISS;95
849;2024-11-03;04:27;northam;R10;10;BEST RED MACHINE;
850;2024-11-03;04:49;northam;R11;1;DISTRIBUTION;96
851;2024-11-03;04:49;northam;R11;2;SHIMA DREAM;98
852;2024-11-03;04:49;northam;R11;3;STARLIGHT ARIEL;92
853;2024-11-03;04:49;northam;R11;4;CANYA HYPERSONIC;70
854;2024-11-03;04:49;northam;R11;5;VACANT BOX;
855;2024-11-03;04:49;northam;R11;6;TRUNKEY MAY;85
856;2024-11-03;04:49;northam;R11;7;KINGSHOTT;100
857;2024-11-03;04:49;northam;R11;8;OUTLAW MCGRAW;88
858;2024-11-03;05:07;northam;R12;1;TRUNKEY REBEL;100
859;2024-11-03;05:07;northam;R12;2;ZONE DEFENSE;93
860;2024-11-03;05:07;northam;R12;3;LIBERTY POP;95
861;2024-11-03;05:07;northam;R12;4;COMMANDER MACK;85
862;2024-11-03;05:07;northam;R12;5;ASH THE FLASH;88
863;2024-11-03;05:07;northam;R12;6;TOUCH OF TOMMY;98
864;2024-11-03;05:07;northam;R12;7;CANDLELIGHT JAZZ;90
865;2024-11-03;05:07;northam;R12;8;BIG GIRL KIKI;87
866;2024-11-03;05:07;northam;R12;9;ESSENTIAL CHOICE;
867;2024-11-03;05:07;northam;R12;10;SIMPLICITY;
868;2024-11-03;04:24;nowra;R1;1;WALKAWAY CURLY;92
869;2024-11-03;04:24;nowra;R1;2;CORLESS A LEADER;82
870;2024-11-03;04:24;nowra;R1;3;ELITE CHARLM;100
871;2024-11-03;04:24;nowra;R1;4;WHITE SECRET;82
872;2024-11-03;04:24;nowra;R1;5;BARACK EXPRESS;86
873;2024-11-03;04:24;nowra;R1;6;LITTLE MOON;78
874;2024-11-03;04:24;nowra;R1;7;ASTON HALSEY;87
875;2024-11-03;04:24;nowra;R1;8;ALACRITY BELLE;89
876;2024-11-03;04:24;nowra;R1;9;PREDICAMENT;
877;2024-11-03;04:24;nowra;R1;10;ASHLEY'S ANGEL;
878;2024-11-03;04:46;nowra;R2;1;ALACRITY RILED;85
879;2024-11-03;04:46;nowra;R2;2;IMPRESS SUGAR;
880;2024-11-03;04:46;nowra;R2;3;ADDIE MAC;95
881;2024-11-03;04:46;nowra;R2;4;RILLA DREAM;86
882;2024-11-03;04:46;nowra;R2;5;SKEDADDLE NIKKI;100
883;2024-11-03;04:46;nowra;R2;6;SHE'S SO JOSIE;89
884;2024-11-03;04:46;nowra;R2;7;BLAZING MAX;92
885;2024-11-03;04:46;nowra;R2;8;BLACK TIARA;85
886;2024-11-03;04:46;nowra;R2;9;QUEEN CHARLM;97
887;2024-11-03;04:46;nowra;R2;10;RAGING RONALD;
888;2024-11-03;05:04;nowra;R3;1;OSTI EMPIRE;100
889;2024-11-03;05:04;nowra;R3;2;TRUE CHARLM;80
890;2024-11-03;05:04;nowra;R3;3;SOUL OPTIC;75
891;2024-11-03;05:04;nowra;R3;4;BEATS PER MINUTE;91
892;2024-11-03;05:04;nowra;R3;5;VACANT BOX;
893;2024-11-03;05:04;nowra;R3;6;TRIXIE MAHACK;92
894;2024-11-03;05:04;nowra;R3;7;EVERYONE'S ANGEL;78
895;2024-11-03;05:04;nowra;R3;8;CATCH MY TURKEY;69
896;2024-11-03;05:29;nowra;R4;1;WIDE LENS;86
897;2024-11-03;05:29;nowra;R4;2;ROCKSTAR GHAN;81
898;2024-11-03;05:29;nowra;R4;3;SECRET GETAWAY;80
899;2024-11-03;05:29;nowra;R4;4;CLASSIC KID;94
900;2024-11-03;05:29;nowra;R4;5;VACANT BOX;
901;2024-11-03;05:29;nowra;R4;6;STAN'S DREAM;100
902;2024-11-03;05:29;nowra;R4;7;SUPER SMOKEY;
903;2024-11-03;05:29;nowra;R4;8;FOREVER OSTI;87
904;2024-11-03;05:51;nowra;R5;1;PEPPER KADE;89
905;2024-11-03;05:51;nowra;R5;2;LOONGANA PRINCE;87
906;2024-11-03;05:51;nowra;R5;3;ARIA'S DREAM;95
907;2024-11-03;05:51;nowra;R5;4;CUMBRIA PETE;94
908;2024-11-03;05:51;nowra;R5;5;NICKO QUEEN;88
909;2024-11-03;05:51;nowra;R5;6;TELLING;100
910;2024-11-03;05:51;nowra;R5;7;CUMBRIA RICH;81
911;2024-11-03;05:51;nowra;R5;8;SHADES OF ROSE;87
912;2024-11-03;05:51;nowra;R5;9;CUMBRIA MEG;
913;2024-11-03;05:51;nowra;R5;10;SHAWSHANK RED;
914;2024-11-03;06:09;nowra;R6;1;OH SO CLASSY;95
915;2024-11-03;06:09;nowra;R6;2;CATCH A COBRA;100
916;2024-11-03;06:09;nowra;R6;3;NICKO JACK;96
917;2024-11-03;06:09;nowra;R6;4;CLYDE PRINCE;
918;2024-11-03;06:09;nowra;R6;5;VACANT BOX;
919;2024-11-03;06:09;nowra;R6;6;CORLESS INSANE;97
920;2024-11-03;06:09;nowra;R6;7;ZIPPING NEYMAR;91
921;2024-11-03;06:09;nowra;R6;8;ROCKSTAR ATONIA;87
922;2024-11-03;06:31;nowra;R7;1;OSTI DYNASTY;96
923;2024-11-03;06:31;nowra;R7;2;ROCKSTAR MAGLEV;84
924;2024-11-03;06:31;nowra;R7;3;VACANT BOX;
925;2024-11-03;06:31;nowra;R7;4;REECE UNLEASHED;100
926;2024-11-03;06:31;nowra;R7;5;FLYING AUSSIE;77
927;2024-11-03;06:31;nowra;R7;6;VACANT BOX;
928;2024-11-03;06:31;nowra;R7;7;ASHBY CHAI;90
929;2024-11-03;06:31;nowra;R7;8;MY LUCY ROSE;82
930;2024-11-03;06:49;nowra;R8;1;POP'S STAR;94
931;2024-11-03;06:49;nowra;R8;2;TAKAHI AUSSIE;100
932;2024-11-03;06:49;nowra;R8;3;VACANT BOX;
933;2024-11-03;06:49;nowra;R8;4;GREAT RATE;86
934;2024-11-03;06:49;nowra;R8;5;GIGGLES;94
935;2024-11-03;06:49;nowra;R8;6;VACANT BOX;
936;2024-11-03;06:49;nowra;R8;7;GOOD AS GONE;76
937;2024-11-03;06:49;nowra;R8;8;ADARAH DISGUISE;
938;2024-11-03;07:11;nowra;R9;1;SCOTCH EXPRESS;100
939;2024-11-03;07:11;nowra;R9;2;JUST STOP IT;87
940;2024-11-03;07:11;nowra;R9;3;TRIPS AND CARS;96
941;2024-11-03;07:11;nowra;R9;4;VALENTINO ROSE;84
942;2024-11-03;07:11;nowra;R9;5;BARDET BILL;92
943;2024-11-03;07:11;nowra;R9;6;JACK'S WISH;74
944;2024-11-03;07:11;nowra;R9;7;MERCURIAL HIGH;89
945;2024-11-03;07:11;nowra;R9;8;ALBATROSS MARCH;78
946;2024-11-03;07:29;nowra;R10;1;CORLESS A SAILOR;94
947;2024-11-03;07:29;nowra;R10;2;RECEPTION;
948;2024-11-03;07:29;nowra;R10;3;LUNA SOL;82
949;2024-11-03;07:29;nowra;R10;4;ASTON SEGER;84
950;2024-11-03;07:29;nowra;R10;5;ROSES RING;89
951;2024-11-03;07:29;nowra;R10;6;ZIP ZIPPITY ZIP;76
952;2024-11-03;07:29;nowra;R10;7;SKEDADDLE LOUISE;100
953;2024-11-03;07:29;nowra;R10;8;COFFEE AND CREAM;87
954;2024-11-03;07:52;nowra;R11;1;ORSON JIMMY;
955;2024-11-03;07:52;nowra;R11;2;MAGIC MILO;90
956;2024-11-03;07:52;nowra;R11;3;BANG YOUR BUCKET;82
957;2024-11-03;07:52;nowra;R11;4;ANOTHER SIAM;85
958;2024-11-03;07:52;nowra;R11;5;CASH GETAWAY;
959;2024-11-03;07:52;nowra;R11;6;SKEDADDLE MAPLE;94
960;2024-11-03;07:52;nowra;R11;7;CUMBRIA TESS;93
961;2024-11-03;07:52;nowra;R11;8;ASTON CLICQUOT;100
962;2024-11-03;08:15;nowra;R12;1;PAUA OF ABBY;89
963;2024-11-03;08:15;nowra;R12;2;SKEDADDLE LUCY;81
964;2024-11-03;08:15;nowra;R12;3;VACANT BOX;
965;2024-11-03;08:15;nowra;R12;4;COCO MODEL;100
966;2024-11-03;08:15;nowra;R12;5;QUANTIFIABLE;
967;2024-11-03;08:15;nowra;R12;6;VACANT BOX;
968;2024-11-03;08:15;nowra;R12;7;CUMBRIA MAL;80
969;2024-11-03;08:15;nowra;R12;8;CUMBRIA DAYS;
970;2024-11-03;04:52;the-meadows;R1;1;KIWI KENJI;100
971;2024-11-03;04:52;the-meadows;R1;2;KIWI JAY;93
972;2024-11-03;04:52;the-meadows;R1;3;CHEEKY DEED;90
973;2024-11-03;04:52;the-meadows;R1;4;TINKER BRUCE;90
974;2024-11-03;04:52;the-meadows;R1;5;HIGHLY CONNECTED;97
975;2024-11-03;04:52;the-meadows;R1;6;KIWI HARRY;98
976;2024-11-03;04:52;the-meadows;R1;7;PAW BARTON;98
977;2024-11-03;04:52;the-meadows;R1;8;LET'S GO OUT;94
978;2024-11-03;04:52;the-meadows;R1;9;KIWI ICE CUBE;
979;2024-11-03;04:52;the-meadows;R1;10;PAW CRAFTER;
980;2024-11-03;05:10;the-meadows;R2;1;TINKER LEE;97
981;2024-11-03;05:10;the-meadows;R2;2;TAPPET;93
982;2024-11-03;05:10;the-meadows;R2;3;COCONUT CARTER;100
983;2024-11-03;05:10;the-meadows;R2;4;EXTINCT;87
984;2024-11-03;05:10;the-meadows;R2;5;PAW GORDY;95
985;2024-11-03;05:10;the-meadows;R2;6;SPEEDY RICCARDO;93
986;2024-11-03;05:10;the-meadows;R2;7;IVORY NARWHAL;93
987;2024-11-03;05:10;the-meadows;R2;8;PAW ULTRA;100
988;2024-11-03;05:10;the-meadows;R2;9;PAW HELION;
989;2024-11-03;05:10;the-meadows;R2;10;PAW HARRIS;
990;2024-11-03;05:32;the-meadows;R3;1;DENISON FRISBY;86
991;2024-11-03;05:32;the-meadows;R3;2;VOSS ALI;81
992;2024-11-03;05:32;the-meadows;R3;3;SHADOWS OF BLUE;88
993;2024-11-03;05:32;the-meadows;R3;4;MEPUNGA SMOKEY;96
994;2024-11-03;05:32;the-meadows;R3;5;VACANT BOX;
995;2024-11-03;05:32;the-meadows;R3;6;LANFRANCO;74
996;2024-11-03;05:32;the-meadows;R3;7;ETHANOL VOLUME;100
997;2024-11-03;05:32;the-meadows;R3;8;WERRIS BALE;84
998;2024-11-03;05:54;the-meadows;R4;1;WILLA BALE;95
999;2024-11-03;05:54;the-meadows;R4;2;RAVEN PETER;86
1000;2024-11-03;05:54;the-meadows;R4;3;DEDALUS DIGGLE;70
1001;2024-11-03;05:54;the-meadows;R4;4;FLASH BOOM BANG;93
1002;2024-11-03;05:54;the-meadows;R4;5;VACANT BOX;
1003;2024-11-03;05:54;the-meadows;R4;6;ALPHA ZULU;100
1004;2024-11-03;05:54;the-meadows;R4;7;MISTER EASY;89
1005;2024-11-03;05:54;the-meadows;R4;8;MEPUNGA SURPRISE;94
1006;2024-11-03;06:12;the-meadows;R5;1;IRMA PINCE;81
1007;2024-11-03;06:12;the-meadows;R5;2;WREN BALE;79
1008;2024-11-03;06:12;the-meadows;R5;3;RAIDER'S GUIDE;100
1009;2024-11-03;06:12;the-meadows;R5;4;LASSARD;88
1010;2024-11-03;06:12;the-meadows;R5;5;VACANT BOX;
1011;2024-11-03;06:12;the-meadows;R5;6;PASS MARK;90
1012;2024-11-03;06:12;the-meadows;R5;7;KING OWEN;91
1013;2024-11-03;06:12;the-meadows;R5;8;SUCCEED;91
1014;2024-11-03;06:34;the-meadows;R6;1;PAW YASMIN;90
1015;2024-11-03;06:34;the-meadows;R6;2;BEZZECCHI;100
1016;2024-11-03;06:34;the-meadows;R6;3;ZIPPING KAI;90
1017;2024-11-03;06:34;the-meadows;R6;4;FINNISS JEWEL;83
1018;2024-11-03;06:34;the-meadows;R6;5;IRON ATLAS;90
1019;2024-11-03;06:34;the-meadows;R6;6;FRED ROSE;94
1020;2024-11-03;06:34;the-meadows;R6;7;REITERATE;86
1021;2024-11-03;06:34;the-meadows;R6;8;INTREPID BALE;77
1022;2024-11-03;06:52;the-meadows;R7;1;FERNANDO DUKE;86
1023;2024-11-03;06:52;the-meadows;R7;2;BUDDY MONELLI;96
1024;2024-11-03;06:52;the-meadows;R7;3;GROOVEBIRD;87
1025;2024-11-03;06:52;the-meadows;R7;4;CANYA ALL CLASS;
1026;2024-11-03;06:52;the-meadows;R7;5;COLAC KID;100
1027;2024-11-03;06:52;the-meadows;R7;6;PAW LOU LOU;81
1028;2024-11-03;06:52;the-meadows;R7;7;WEST STAR;85
1029;2024-11-03;06:52;the-meadows;R7;8;MULTI MATT;69
1030;2024-11-03;07:14;the-meadows;R8;1;GRAND TOURER;100
1031;2024-11-03;07:14;the-meadows;R8;2;MORTON;96
1032;2024-11-03;07:14;the-meadows;R8;3;TOMMY TEQUILA;78
1033;2024-11-03;07:14;the-meadows;R8;4;KINGSLEY BALE;85
1034;2024-11-03;07:14;the-meadows;R8;5;HECTOR FAWLEY;94
1035;2024-11-03;07:14;the-meadows;R8;6;SHIMA CURRENT;86
1036;2024-11-03;07:14;the-meadows;R8;7;VINCENT BALE;91
1037;2024-11-03;07:14;the-meadows;R8;8;TIM ZOO;95
1038;2024-11-03;07:14;the-meadows;R8;9;LAKEVIEW EMILY;
1039;2024-11-03;07:14;the-meadows;R8;10;UTRILLO BALE;
1040;2024-11-03;07:32;the-meadows;R9;1;LIVEABLE;90
1041;2024-11-03;07:32;the-meadows;R9;2;ZIPPING GRANDE;90
1042;2024-11-03;07:32;the-meadows;R9;3;VACANT BOX;
1043;2024-11-03;07:32;the-meadows;R9;4;PAYBACK;89
1044;2024-11-03;07:32;the-meadows;R9;5;CANYA AMY;100
1045;2024-11-03;07:32;the-meadows;R9;6;VACANT BOX;
1046;2024-11-03;07:32;the-meadows;R9;7;GALACTIC SPARTAN;
1047;2024-11-03;07:32;the-meadows;R9;8;SHAKE AND BAKE;91
1048;2024-11-03;07:55;the-meadows;R10;1;PAW PETROV;100
1049;2024-11-03;07:55;the-meadows;R10;2;SILKY SAUCE;96
1050;2024-11-03;07:55;the-meadows;R10;3;URANA JASMINE;81
1051;2024-11-03;07:55;the-meadows;R10;4;SCHILLACI;92
1052;2024-11-03;07:55;the-meadows;R10;5;ERZA SCARLET;87
1053;2024-11-03;07:55;the-meadows;R10;6;PAW WHISTLER;93
1054;2024-11-03;07:55;the-meadows;R10;7;ASTON COSTELLO;88
1055;2024-11-03;07:55;the-meadows;R10;8;CANYA JIVE;90
1056;2024-11-03;07:55;the-meadows;R10;9;LITTLE PEG;
1057;2024-11-03;08:18;the-meadows;R11;1;SHANLYN SCOUT;100
1058;2024-11-03;08:18;the-meadows;R11;2;PAW QWAN;96
1059;2024-11-03;08:18;the-meadows;R11;3;PIRATE KINGSLEY;82
1060;2024-11-03;08:18;the-meadows;R11;4;WHITE OWL;93
1061;2024-11-03;08:18;the-meadows;R11;5;SHAYNA BALE;89
1062;2024-11-03;08:18;the-meadows;R11;6;BOMB LUCA;89
1063;2024-11-03;08:18;the-meadows;R11;7;HOT ASHES;98
1064;2024-11-03;08:18;the-meadows;R11;8;PAW ZELINI;96
1065;2024-11-03;08:18;the-meadows;R11;9;PAW PHELPS;
1066;2024-11-03;08:18;the-meadows;R11;10;PALDRON BALE;
1067;2024-11-03;08:33;the-meadows;R12;1;BOURKE;96
1068;2024-11-03;08:33;the-meadows;R12;2;FALLON BALE;92
1069;2024-11-03;08:33;the-meadows;R12;3;VARSITY BALE;91
1070;2024-11-03;08:33;the-meadows;R12;4;PAW DIMETRA;88
1071;2024-11-03;08:33;the-meadows;R12;5;KNOCKOUT NORM;90
1072;2024-11-03;08:33;the-meadows;R12;6;WILD SERENA;90
1073;2024-11-03;08:33;the-meadows;R12;7;ASTON OPHELIA;92
1074;2024-11-03;08:33;the-meadows;R12;8;BEAUTIFUL STORY;100
1075;2024-11-03;08:33;the-meadows;R12;9;PAW PHELPS;
1076;2024-11-03;08:33;the-meadows;R12;10;LITTLE PEG;
1077;2024-11-03;22:47;wagga;R1;1;ASTON SOCIAL;100
1078;2024-11-03;22:47;wagga;R1;2;TIGGERLONG ROY;87
1079;2024-11-03;22:47;wagga;R1;3;VACANT BOX;
1080;2024-11-03;22:47;wagga;R1;4;BIANCA'S SECRET;93
1081;2024-11-03;22:47;wagga;R1;5;WHAT'S THAT PAL;
1082;2024-11-03;22:47;wagga;R1;6;VACANT BOX;
1083;2024-11-03;22:47;wagga;R1;7;SHA'CARRI;97
1084;2024-11-03;22:47;wagga;R1;8;IOMMI;95
1085;2024-11-03;23:04;wagga;R2;1;LONE CHIME;85
1086;2024-11-03;23:04;wagga;R2;2;SATRIANI;97
1087;2024-11-03;23:04;wagga;R2;3;SLICK OLIVE;100
1088;2024-11-03;23:04;wagga;R2;4;TITAN'S OCEAN;97
1089;2024-11-03;23:04;wagga;R2;5;VACANT BOX;
1090;2024-11-03;23:04;wagga;R2;6;ASTON CREOLE;
1091;2024-11-03;23:04;wagga;R2;7;MALMSTEEN;97
1092;2024-11-03;23:04;wagga;R2;8;TIGGERLONG LUKA;94
1093;2024-11-03;23:22;wagga;R3;1;ASTON AWARD;92
1094;2024-11-03;23:22;wagga;R3;2;LONE MAVERICK;80
1095;2024-11-03;23:22;wagga;R3;3;ASTON CLOONEY;
1096;2024-11-03;23:22;wagga;R3;4;SYCAMORE DARNELL;84
1097;2024-11-03;23:22;wagga;R3;5;BITTER DAN;97
1098;2024-11-03;23:22;wagga;R3;6;DUCK THE CHAOS;85
1099;2024-11-03;23:22;wagga;R3;7;APPLE PIE;87
1100;2024-11-03;23:22;wagga;R3;8;LONE SHARK;100
1101;2024-11-03;23:47;wagga;R4;1;XARN BALE;87
1102;2024-11-03;23:47;wagga;R4;2;ASTON VALERIA;99
1103;2024-11-03;23:47;wagga;R4;3;OUR COUNTRY BOY;92
1104;2024-11-03;23:47;wagga;R4;4;IMPRESS ROUSEY;93
1105;2024-11-03;23:47;wagga;R4;5;UTAMI BALE;92
1106;2024-11-03;23:47;wagga;R4;6;AFFORDABILITY;92
1107;2024-11-03;23:47;wagga;R4;7;WINPARA GEM;88
1108;2024-11-03;23:47;wagga;R4;8;SILVERTREE LANA;100
1109;2024-11-03;23:47;wagga;R4;9;JANELLE BALE;
1110;2024-11-03;00:07;wagga;R5;1;MILTON'S SISTER;
1111;2024-11-03;00:07;wagga;R5;2;HOW FAST;98
1112;2024-11-03;00:07;wagga;R5;3;BREAD;
1113;2024-11-03;00:07;wagga;R5;4;MANILA QUEEN;84
1114;2024-11-03;00:07;wagga;R5;5;VACANT BOX;
1115;2024-11-03;00:07;wagga;R5;6;ASTON GLEAM;96
1116;2024-11-03;00:07;wagga;R5;7;SCOTT CRUSH;99
1117;2024-11-03;00:07;wagga;R5;8;BOOM BAM POPPY;100
1118;2024-11-03;00:22;wagga;R6;1;BEVAN BALE;95
1119;2024-11-03;00:22;wagga;R6;2;WHERE'S FLORENCE;70
1120;2024-11-03;00:22;wagga;R6;3;JACOBITE FARM;85
1121;2024-11-03;00:22;wagga;R6;4;SNEAKY RETREAT;95
1122;2024-11-03;00:22;wagga;R6;5;CHASIN' OPIE;90
1123;2024-11-03;00:22;wagga;R6;6;TOM YUM;95
1124;2024-11-03;00:22;wagga;R6;7;HERA;100
1125;2024-11-03;00:22;wagga;R6;8;LENA'S BABY;85
1126;2024-11-03;00:40;wagga;R7;1;SO DELIRIOUS;92
1127;2024-11-03;00:40;wagga;R7;2;TRICKY RIDDLES;89
1128;2024-11-03;00:40;wagga;R7;3;TIGGERLONG GILL;100
1129;2024-11-03;00:40;wagga;R7;4;TRICKY VISION;85
1130;2024-11-03;00:40;wagga;R7;5;VACANT BOX;
1131;2024-11-03;00:40;wagga;R7;6;WHAT A DOLL;81
1132;2024-11-03;00:40;wagga;R7;7;ASTON ELENA;88
1133;2024-11-03;00:40;wagga;R7;8;ASTON BOLIVAR;94
1134;2024-11-03;00:57;wagga;R8;1;OSCAR SAMUEL;92
1135;2024-11-03;00:57;wagga;R8;2;BLACK JAFFA;91
1136;2024-11-03;00:57;wagga;R8;3;SANDY BALE;100
1137;2024-11-03;00:57;wagga;R8;4;CAPTAIN DEMI;92
1138;2024-11-03;00:57;wagga;R8;5;SAIKO;87
1139;2024-11-03;00:57;wagga;R8;6;STAGGER'S STAR;90
1140;2024-11-03;00:57;wagga;R8;7;TIPPER UP;97
1141;2024-11-03;00:57;wagga;R8;8;VITNELL BALE;96
1142;2024-11-03;00:57;wagga;R8;9;JANELLE BALE;
1143;2024-11-03;01:17;wagga;R9;1;GO JO JO;94
1144;2024-11-03;01:17;wagga;R9;2;SILVERTREE AMY;100
1145;2024-11-03;01:17;wagga;R9;3;TIGER BELL;94
1146;2024-11-03;01:17;wagga;R9;4;SILVERTREE POP;90
1147;2024-11-03;01:17;wagga;R9;5;OSCAR FAITH;97
1148;2024-11-03;01:17;wagga;R9;6;TRENT CRIMM;96
1149;2024-11-03;01:17;wagga;R9;7;JERRAWA GODDESS;84
1150;2024-11-03;01:17;wagga;R9;8;JACOBITE POWER;98
1151;2024-11-03;01:17;wagga;R9;9;JANELLE BALE;
1152;2024-11-03;01:41;wagga;R10;1;OLIVE BALE;76
1153;2024-11-03;01:41;wagga;R10;2;MY BOY ROCKIN';74
1154;2024-11-03;01:41;wagga;R10;3;BAM BAM BETTY;74
1155;2024-11-03;01:41;wagga;R10;4;GRETEL BALE;87
1156;2024-11-03;01:41;wagga;R10;5;VACANT BOX;
1157;2024-11-03;01:41;wagga;R10;6;BLACKJACK ELLA;69
1158;2024-11-03;01:41;wagga;R10;7;RUSTY KINGSWOOD;71
1159;2024-11-03;01:41;wagga;R10;8;TRY CATCH UP;100
1160;2024-11-03;01:34;warragul;R1;1;MISS BRONX;98
1161;2024-11-03;01:34;warragul;R1;2;HUNTING GIRL;
1162;2024-11-03;01:34;warragul;R1;3;MISSY MOOLA;95
1163;2024-11-03;01:34;warragul;R1;4;CRYSTALIZE;97
1164;2024-11-03;01:34;warragul;R1;5;URANA JAM DONUT;96
1165;2024-11-03;01:34;warragul;R1;6;WHATEVER GEORGE;99
1166;2024-11-03;01:34;warragul;R1;7;WILD ZAG;100
1167;2024-11-03;01:34;warragul;R1;8;SMOOTH PRINCE;92
1168;2024-11-03;01:34;warragul;R1;9;NITRO MOSES;91
1169;2024-11-03;01:34;warragul;R1;10;MINH BRONCO;
1170;2024-11-03;01:59;warragul;R2;1;HEYFIELD HONEY;95
1171;2024-11-03;01:59;warragul;R2;2;SUPER SPEED;75
1172;2024-11-03;01:59;warragul;R2;3;THAT'S MY COUSIN;92
1173;2024-11-03;01:59;warragul;R2;4;FEROCIOUS QUEEN;81
1174;2024-11-03;01:59;warragul;R2;5;OUR BOY SHANNON;95
1175;2024-11-03;01:59;warragul;R2;6;PAW LILIBET;82
1176;2024-11-03;01:59;warragul;R2;7;PETITE BEAST;77
1177;2024-11-03;01:59;warragul;R2;8;WINTER GOES;100
1178;2024-11-03;01:59;warragul;R2;9;PROMISES TO BE;
1179;2024-11-03;01:59;warragul;R2;10;BABY GIRL PEARL;
1180;2024-11-03;02:14;warragul;R3;1;HELL RAIDER;
1181;2024-11-03;02:14;warragul;R3;2;ASTON AMISHA;98
1182;2024-11-03;02:14;warragul;R3;3;RING A HOUDINI;89
1183;2024-11-03;02:14;warragul;R3;4;REDEEM HER;85
1184;2024-11-03;02:14;warragul;R3;5;AXEL'S RADAR;87
1185;2024-11-03;02:14;warragul;R3;6;ASTON PERK;100
1186;2024-11-03;02:14;warragul;R3;7;UNINVITING;93
1187;2024-11-03;02:14;warragul;R3;8;SHE'S EXTREME;
1188;2024-11-03;02:14;warragul;R3;9;LOUD LOUIE;92
1189;2024-11-03;02:34;warragul;R4;1;WATCHING OVER;85
1190;2024-11-03;02:34;warragul;R4;2;CHIRP THIRD;93
1191;2024-11-03;02:34;warragul;R4;3;PAW FLASH;94
1192;2024-11-03;02:34;warragul;R4;4;INFRA ROCK;100
1193;2024-11-03;02:34;warragul;R4;5;VACANT BOX;
1194;2024-11-03;02:34;warragul;R4;6;CRAFTY BEER;92
1195;2024-11-03;02:34;warragul;R4;7;CANYA VIVI;94
1196;2024-11-03;02:34;warragul;R4;8;JEREMY SPOKE;98
1197;2024-11-03;02:57;warragul;R5;1;HARRY THE HOOD;
1198;2024-11-03;02:57;warragul;R5;2;MIGHTY HERCULES;66
1199;2024-11-03;02:57;warragul;R5;3;DEWANA PAYOUT;71
1200;2024-11-03;02:57;warragul;R5;4;GREMLIN;79
1201;2024-11-03;02:57;warragul;R5;5;URANA MUFFIN;70
1202;2024-11-03;02:57;warragul;R5;6;ACE OF PACE;81
1203;2024-11-03;02:57;warragul;R5;7;DEWANA FERNANDO;
1204;2024-11-03;02:57;warragul;R5;8;PASS THE BUCK;100
