Nº;DATE;TIME;FIELD;RACE;BOX;GREY;RTG
399;2024-11-03;22:05;ballarat;R6;5;FAR AWAY TEARS;91
400;2024-11-03;22:05;ballarat;R6;6;ZARA'S PRINCESS;83
401;2024-11-03;22:05;ballarat;R6;7;MIRA BALE;95
402;2024-11-03;22:05;ballarat;R6;8;SIR BINGO;99
403;2024-11-03;22:20;ballarat;R7;1;PAW RIVAL;
404;2024-11-03;22:20;ballarat;R7;2;HARD ROTOR;88
405;2024-11-03;22:20;ballarat;R7;3;PYRENEES CHATEAU;85
406;2024-11-03;22:20;ballarat;R7;4;URANO BALE;88
407;2024-11-03;22:20;ballarat;R7;5;DECORATED;100
408;2024-11-03;22:20;ballarat;R7;6;MAX KANE;90
409;2024-11-03;22:20;ballarat;R7;7;SULTAN OF SWOON;88
410;2024-11-03;22:20;ballarat;R7;8;WHIPSTICK SERENA;90
411;2024-11-03;22:20;ballarat;R7;9;CONDAH EXPRESS;88
412;2024-11-03;22:35;ballarat;R8;1;SHIZUKA;100
413;2024-11-03;22:35;ballarat;R8;2;BISMUTH;96
414;2024-11-03;22:35;ballarat;R8;3;DR. FOREST;73
415;2024-11-03;22:35;ballarat;R8;4;TARGAN BALE;90
416;2024-11-03;22:35;ballarat;R8;5;ZIPPING MORK;74
417;2024-11-03;22:35;ballarat;R8;6;MIGHTY THANOS;94
418;2024-11-03;22:35;ballarat;R8;7;BELAIR BEE;88
419;2024-11-03;22:35;ballarat;R8;8;JUDICIARY;77
420;2024-11-03;22:55;ballarat;R9;1;POCKET MOUSE;100
421;2024-11-03;22:55;ballarat;R9;2;PAW JUDD;96
422;2024-11-03;22:55;ballarat;R9;3;PAW IGNITE;96
423;2024-11-03;22:55;ballarat;R9;4;TONKA BALE;95
424;2024-11-03;22:55;ballarat;R9;5;PRINCETOWN FLYER;93
425;2024-11-03;22:55;ballarat;R9;6;SWIFT GIFT;86
426;2024-11-03;22:55;ballarat;R9;7;MAXIMUM BARB;95
427;2024-11-03;22:55;ballarat;R9;8;PIP;92
428;2024-11-03;22:55;ballarat;R9;9;CONDAH EXPRESS;
429;2024-11-03;23:12;ballarat;R10;1;SHE'S NAUTICAL;93
430;2024-11-03;23:12;ballarat;R10;2;PAW JOLYN;99
431;2024-11-03;23:12;ballarat;R10;3;BONE SHAKER;100
432;2024-11-03;23:12;ballarat;R10;4;PAW EVA;
433;2024-11-03;23:12;ballarat;R10;5;MR. OLAF;85
434;2024-11-03;23:12;ballarat;R10;6;ALL ON MERRETT;89
435;2024-11-03;23:12;ballarat;R10;7;BOROUGH BOUND;89
436;2024-11-03;23:12;ballarat;R10;8;THERMAL FLICKER;91
437;2024-11-03;23:12;ballarat;R10;9;CONNOR'S FLYER;98
438;2024-11-03;23:12;ballarat;R10;10;INGA AMY;
439;2024-11-03;23:35;ballarat;R11;1;MUCK AROUND;99
440;2024-11-03;23:35;ballarat;R11;2;RIVERDALE CLYDE;100
441;2024-11-03;23:35;ballarat;R11;3;SALMON SPRAY;89
442;2024-11-03;23:35;ballarat;R11;4;ZIPPING CITINO;91
443;2024-11-03;23:35;ballarat;R11;5;MISCHIEF MATE;98
444;2024-11-03;23:35;ballarat;R11;6;RIVERDALE TURBO;94
445;2024-11-03;23:35;ballarat;R11;7;BRASTON MISS;89
446;2024-11-03;23:35;ballarat;R11;8;IN THE MIX;90
447;2024-11-03;23:35;ballarat;R11;9;DROP FIFTY;
448;2024-11-03;23:35;ballarat;R11;10;WAIRUA'S WAY;
449;2024-11-03;23:57;ballarat;R12;1;HOSEY SIDEKICK;95
450;2024-11-03;23:57;ballarat;R12;2;BLACK BOW;94
451;2024-11-03;23:57;ballarat;R12;3;QUESTON BALE;100
452;2024-11-03;23:57;ballarat;R12;4;PALTROW BALE;95
453;2024-11-03;23:57;ballarat;R12;5;FIRING CHIEF;94
454;2024-11-03;23:57;ballarat;R12;6;JUICE;
455;2024-11-03;23:57;ballarat;R12;7;DANYO'S BOAR;95
456;2024-11-03;23:57;ballarat;R12;8;DR. MATRIX;95
457;2024-11-03;00:14;ballarat;R13;1;CAILAH'S CREW;97
458;2024-11-03;00:14;ballarat;R13;2;CHASING JIMMY;81
459;2024-11-03;00:14;ballarat;R13;3;STYLE KEY;93
460;2024-11-03;00:14;ballarat;R13;4;PYRENEES BLAZER;91
461;2024-11-03;00:14;ballarat;R13;5;CAWBOURNE GROUP;85
462;2024-11-03;00:14;ballarat;R13;6;VANS TURBO;82
463;2024-11-03;00:14;ballarat;R13;7;ZIPPING SWAZI;91
464;2024-11-03;00:14;ballarat;R13;8;CRUISIN' CHERRY;100
465;2024-11-03;00:37;ballarat;R14;1;MADAM NOVA;84
466;2024-11-03;00:37;ballarat;R14;2;AVISWOOD;92
467;2024-11-03;00:37;ballarat;R14;3;MISSILE MAGGIE;100
468;2024-11-03;00:37;ballarat;R14;4;CHERRY RED;95
469;2024-11-03;00:37;ballarat;R14;5;AMY JAY;
470;2024-11-03;00:37;ballarat;R14;6;BLIND MAN;88
471;2024-11-03;00:37;ballarat;R14;7;ABERDEEN GRANGE;87
472;2024-11-03;00:37;ballarat;R14;8;INDY DELTA;95
473;2024-11-03;00:32;bendigo;R1;1;TAMMY ROAD;100
474;2024-11-03;00:32;bendigo;R1;2;LADY HALIME;78
475;2024-11-03;00:32;bendigo;R1;3;JILLIBY MILLIE;72
476;2024-11-03;00:32;bendigo;R1;4;AUTUMN ANGEL;84
477;2024-11-03;00:32;bendigo;R1;5;VACANT BOX;
478;2024-11-03;00:32;bendigo;R1;6;PAW FORRESTER;81
479;2024-11-03;00:32;bendigo;R1;7;PARNASSUS;76
480;2024-11-03;00:32;bendigo;R1;8;FRANKLY SPEED;81
481;2024-11-03;00:49;bendigo;R2;1;NANA'S REBEL;85
482;2024-11-03;00:49;bendigo;R2;2;SHOOT THE BREEZE;100
483;2024-11-03;00:49;bendigo;R2;3;VISTA WHY;82
484;2024-11-03;00:49;bendigo;R2;4;JOHN BOY;85
485;2024-11-03;00:49;bendigo;R2;5;VACANT BOX;
486;2024-11-03;00:49;bendigo;R2;6;DIRTY RASCAL;66
487;2024-11-03;00:49;bendigo;R2;7;BOGGY PUB;85
488;2024-11-03;00:49;bendigo;R2;8;GROVEDALE BUG;80
489;2024-11-03;01:09;bendigo;R3;1;HEATHER BALE;95
490;2024-11-03;01:09;bendigo;R3;2;MORAINE BRANDI;100
491;2024-11-03;01:09;bendigo;R3;3;KISS ME RUBY;95
492;2024-11-03;01:09;bendigo;R3;4;PROVOCATION;94
493;2024-11-03;01:09;bendigo;R3;5;MR. EVERLAST;92
494;2024-11-03;01:09;bendigo;R3;6;PAW JANELLE;98
495;2024-11-03;01:09;bendigo;R3;7;DOOKIE GIBLET;94
496;2024-11-03;01:09;bendigo;R3;8;COCONUT FELIPE;90
497;2024-11-03;01:37;bendigo;R4;1;AUDITION;83
498;2024-11-03;01:37;bendigo;R4;2;ZIVA BALE;100
499;2024-11-03;01:37;bendigo;R4;3;CRAIG KEEPING;69
500;2024-11-03;01:37;bendigo;R4;4;MAGIC MOON BEAM;85
501;2024-11-03;01:37;bendigo;R4;5;VACANT BOX;
502;2024-11-03;01:37;bendigo;R4;6;MOE PATTY;79
503;2024-11-03;01:37;bendigo;R4;7;TALK BACKS BACK;90
504;2024-11-03;01:37;bendigo;R4;8;ALVIN DELIGHT;75
505;2024-11-03;01:52;bendigo;R5;1;MY COMPASS;91
506;2024-11-03;01:52;bendigo;R5;2;ABRAXAS BALE;97
507;2024-11-03;01:52;bendigo;R5;3;BURN THE WITCH;97
508;2024-11-03;01:52;bendigo;R5;4;BOROUGH COOK;90
509;2024-11-03;01:52;bendigo;R5;5;VACANT BOX;
510;2024-11-03;01:52;bendigo;R5;6;PASSING;96
511;2024-11-03;01:52;bendigo;R5;7;RAPIDFIRE SERENA;100
512;2024-11-03;01:52;bendigo;R5;8;BLUE RISE;91
513;2024-11-03;02:17;bendigo;R6;1;COCONUT OAKLAND;92
514;2024-11-03;02:17;bendigo;R6;2;SHAKA BIG TONKS;
515;2024-11-03;02:17;bendigo;R6;3;GOLD GIZMO;87
516;2024-11-03;02:17;bendigo;R6;4;RAPIDFIRE FOREST;92
517;2024-11-03;02:17;bendigo;R6;5;VACANT BOX;
518;2024-11-03;02:17;bendigo;R6;6;LAMIA ERNIE;92
519;2024-11-03;02:17;bendigo;R6;7;SPEEDY RIOT;94
520;2024-11-03;02:17;bendigo;R6;8;BEYOND BLESSED;100
521;2024-11-03;02:37;bendigo;R7;1;EVENING STAGGER;98
522;2024-11-03;02:37;bendigo;R7;2;HERE COMES SHAKA;100
523;2024-11-03;02:37;bendigo;R7;3;BONNIE BRANN;81
524;2024-11-03;02:37;bendigo;R7;4;SASSY RICO;84
525;2024-11-03;02:37;bendigo;R7;5;COUNTY TYRONE;92
526;2024-11-03;02:37;bendigo;R7;6;PATRIOT BRADLEY;89
527;2024-11-03;02:37;bendigo;R7;7;CAPTAIN KATIE;92
528;2024-11-03;02:37;bendigo;R7;8;REBEL THINKER;95
529;2024-11-03;02:52;bendigo;R8;1;SHAKA BIG CHIEF;95
530;2024-11-03;02:52;bendigo;R8;2;SILVER MACHINE;
531;2024-11-03;02:52;bendigo;R8;3;TRESPASSING;100
532;2024-11-03;02:52;bendigo;R8;4;BLACK SERIES;94
533;2024-11-03;02:52;bendigo;R8;5;VACANT BOX;
534;2024-11-03;02:52;bendigo;R8;6;CHANGE OF HABIT;94
535;2024-11-03;02:52;bendigo;R8;7;MADDIE ODD SOCK;95
536;2024-11-03;02:52;bendigo;R8;8;MILLERS ROAD;91
537;2024-11-03;03:19;bendigo;R9;1;SHY CABANG;84
538;2024-11-03;03:19;bendigo;R9;2;GOSSIP GIRL;96
539;2024-11-03;03:19;bendigo;R9;3;TWILIGHT SLEUTH;84
540;2024-11-03;03:19;bendigo;R9;4;CANDLES;100
541;2024-11-03;03:19;bendigo;R9;5;VACANT BOX;
542;2024-11-03;03:19;bendigo;R9;6;READY TO STAGGER;83
543;2024-11-03;03:19;bendigo;R9;7;LITTLE TIC;95
544;2024-11-03;03:19;bendigo;R9;8;HOT SPOT;95
545;2024-11-03;03:34;bendigo;R10;1;SMALL HEATH;96
546;2024-11-03;03:34;bendigo;R10;2;LALA NOEL;91
547;2024-11-03;03:34;bendigo;R10;3;CHAIN DRIVE;94
548;2024-11-03;03:34;bendigo;R10;4;GROVER BALE;93
549;2024-11-03;03:34;bendigo;R10;5;VACANT BOX;
550;2024-11-03;03:34;bendigo;R10;6;COLLINDA LAW;100
551;2024-11-03;03:34;bendigo;R10;7;YEAH SWEETIE;90
552;2024-11-03;03:34;bendigo;R10;8;SCARLETT'S GEM;93
553;2024-11-03;03:54;bendigo;R11;1;AEROPLANE ASTRO;100
554;2024-11-03;03:54;bendigo;R11;2;BRAVADO;97
555;2024-11-03;03:54;bendigo;R11;3;URANA WHIRLWIND;85
556;2024-11-03;03:54;bendigo;R11;4;SHE IS SCARLET;93
557;2024-11-03;03:54;bendigo;R11;5;VACANT BOX;
558;2024-11-03;03:54;bendigo;R11;6;ULNA;81
559;2024-11-03;03:54;bendigo;R11;7;CRUSOE PEARL;90
560;2024-11-03;03:54;bendigo;R11;8;LALA SPEED;86
561;2024-11-03;04:15;bendigo;R12;1;IBROX COOPER;82
562;2024-11-03;04:15;bendigo;R12;2;NIKITA BALE;100
563;2024-11-03;04:15;bendigo;R12;3;FERNBANK FLYER;
564;2024-11-03;04:15;bendigo;R12;4;IMPRESS SIMBA;83
565;2024-11-03;04:15;bendigo;R12;5;URANA EXPRESS;86
566;2024-11-03;04:15;bendigo;R12;6;BURRA BRICE;87
567;2024-11-03;04:15;bendigo;R12;7;DESMONDE;88
568;2024-11-03;04:15;bendigo;R12;8;CALL ME JOHN;88
569;2024-11-03;04:33;bendigo;R13;1;WHISTLING;94
570;2024-11-03;04:33;bendigo;R13;2;DELIGHTFUL;96
571;2024-11-03;04:33;bendigo;R13;3;TWILIGHT SOFIA;99
572;2024-11-03;04:33;bendigo;R13;4;URANA FERNANDO;94
573;2024-11-03;04:33;bendigo;R13;5;THAI MOGWAI;100
574;2024-11-03;04:33;bendigo;R13;6;CLASSY SHIFTER;96
575;2024-11-03;04:33;bendigo;R13;7;WE ARE SOUTH;
576;2024-11-03;04:33;bendigo;R13;8;SANDY'S LARA;98
577;2024-11-03;01:44;dubbo;R1;1;SPOT ON FERNANDO;76
578;2024-11-03;01:44;dubbo;R1;2;WHITE GHOST;88
579;2024-11-03;01:44;dubbo;R1;3;IN TATTERS;86
580;2024-11-03;01:44;dubbo;R1;4;WOLF ROCK;86
581;2024-11-03;01:44;dubbo;R1;5;JIMMY DUTTON;94
582;2024-11-03;01:44;dubbo;R1;6;BOGAN PLAINS;100
583;2024-11-03;01:44;dubbo;R1;7;GO FORWARD TINY;84
584;2024-11-03;01:44;dubbo;R1;8;ONE DAY ON;77
585;2024-11-03;01:44;dubbo;R1;9;SECOND HAND NEWS;
586;2024-11-03;01:44;dubbo;R1;10;MY MY;
587;2024-11-03;02:09;dubbo;R2;1;KIANDO BROOKLYN;93
588;2024-11-03;02:09;dubbo;R2;2;NOAH KEEPING;94
589;2024-11-03;02:09;dubbo;R2;3;GULGONG FLASH;90
590;2024-11-03;02:09;dubbo;R2;4;LITTLE MAN JAY;100
591;2024-11-03;02:09;dubbo;R2;5;BINGO AND BLUEY;84
592;2024-11-03;02:09;dubbo;R2;6;MUCH TO DO;82
593;2024-11-03;02:09;dubbo;R2;7;MISS CIARDO;98
594;2024-11-03;02:09;dubbo;R2;8;URBAN BREAM;96
595;2024-11-03;02:09;dubbo;R2;9;MY MY;
596;2024-11-03;02:09;dubbo;R2;10;SECOND HAND NEWS;
597;2024-11-03;02:27;dubbo;R3;1;DOREEN KEEPING;
598;2024-11-03;02:27;dubbo;R3;2;ARMATREE VIOLET;82
599;2024-11-03;02:27;dubbo;R3;3;SMOKIN' SONIA;77
600;2024-11-03;02:27;dubbo;R3;4;KATIE KEEPING;97
601;2024-11-03;02:27;dubbo;R3;5;KAROONA KID;76
602;2024-11-03;02:27;dubbo;R3;6;SASHA KEEPING;93
603;2024-11-03;02:27;dubbo;R3;7;MONTIE BALE;79
604;2024-11-03;02:27;dubbo;R3;8;SHIRLEY KEEPING;100
605;2024-11-03;02:44;dubbo;R4;1;HE'S A CHARMER;89
606;2024-11-03;02:44;dubbo;R4;2;RUPURT KEEN;96
607;2024-11-03;02:44;dubbo;R4;3;VACANT BOX;
608;2024-11-03;02:44;dubbo;R4;4;BOGAN VALLEY;100
609;2024-11-03;02:44;dubbo;R4;5;GO FORWARD RAY;84
610;2024-11-03;02:44;dubbo;R4;6;VACANT BOX;
611;2024-11-03;02:44;dubbo;R4;7;ARMATREE FERDI;97
612;2024-11-03;02:44;dubbo;R4;8;HUNTED JAX;99
613;2024-11-03;03:07;dubbo;R5;1;MISS MY MATES;96
614;2024-11-03;03:07;dubbo;R5;2;WHIZBANG JACK;86
615;2024-11-03;03:07;dubbo;R5;3;SWIFT DENNIS;86
616;2024-11-03;03:07;dubbo;R5;4;VITALITY BLAST;85
617;2024-11-03;03:07;dubbo;R5;5;VACANT BOX;
618;2024-11-03;03:07;dubbo;R5;6;STEEL BOOTS;73
619;2024-11-03;03:07;dubbo;R5;7;ARMATREE CASH;89
620;2024-11-03;03:07;dubbo;R5;8;ARMATREE JOKER;100
621;2024-11-03;03:27;dubbo;R6;1;NITROUS OCTANE;
622;2024-11-03;03:27;dubbo;R6;2;BELL MAC BLAZER;
623;2024-11-03;03:27;dubbo;R6;3;NED THE KNIGHT;91
624;2024-11-03;03:27;dubbo;R6;4;FANCY MAL;97
625;2024-11-03;03:27;dubbo;R6;5;VACANT BOX;
626;2024-11-03;03:27;dubbo;R6;6;MOONSHINE MAN;82
627;2024-11-03;03:27;dubbo;R6;7;BELL MAC MAGIC;99
628;2024-11-03;03:27;dubbo;R6;8;SWIFT BREE;100
629;2024-11-03;03:42;dubbo;R7;1;ARROW FERNANDO;
630;2024-11-03;03:42;dubbo;R7;2;MISS MACIE LYN;94
631;2024-11-03;03:42;dubbo;R7;3;ZARA GO ON;86
632;2024-11-03;03:42;dubbo;R7;4;MIGHTY WATER BOY;88
633;2024-11-03;03:42;dubbo;R7;5;DJANGO RIGGS;79
634;2024-11-03;03:42;dubbo;R7;6;WATCH THE SPEED;80
635;2024-11-03;03:42;dubbo;R7;7;DOUBLE DEALINGS;79
636;2024-11-03;03:42;dubbo;R7;8;SWIFT ELI;100
637;2024-11-03;04:05;dubbo;R8;1;KENZI'S BLAZE;73
638;2024-11-03;04:05;dubbo;R8;2;ONE LONG DAY;82
639;2024-11-03;04:05;dubbo;R8;3;SWIFT BONNIE;100
640;2024-11-03;04:05;dubbo;R8;4;LITTLE WILMA;66
641;2024-11-03;04:05;dubbo;R8;5;IDENTITY;66
642;2024-11-03;04:05;dubbo;R8;6;YOU GOT THIS;
643;2024-11-03;04:05;dubbo;R8;7;SARA'S TIGER;89
644;2024-11-03;04:05;dubbo;R8;8;GET FULLY LOADED;74
645;2024-11-03;04:05;dubbo;R8;9;I'M A CRACKER;69
646;2024-11-03;04:05;dubbo;R8;10;WHISKEY JAZZ;
647;2024-11-03;04:21;dubbo;R9;1;BRAVESTONE;100
648;2024-11-03;04:21;dubbo;R9;2;ZIP MAN;
649;2024-11-03;04:21;dubbo;R9;3;BELLA KEEN;
650;2024-11-03;04:21;dubbo;R9;4;BOGAN ROAD;94
651;2024-11-03;04:21;dubbo;R9;5;MR. BOURBON;94
652;2024-11-03;04:21;dubbo;R9;6;CALCULUS;88
653;2024-11-03;04:21;dubbo;R9;7;RANDOM TIME;83
654;2024-11-03;04:21;dubbo;R9;8;URBAN HYPE;86
655;2024-11-03;04:21;dubbo;R9;9;INTRUDE;76
656;2024-11-03;04:21;dubbo;R9;10;I'M A CRACKER;
657;2024-11-03;04:39;dubbo;R10;1;SOLO SOLO;93
658;2024-11-03;04:39;dubbo;R10;2;IRONIC AUSSIE;88
659;2024-11-03;04:39;dubbo;R10;3;GREMLIN GIRL;78
660;2024-11-03;04:39;dubbo;R10;4;REV ON GRUBBY;91
661;2024-11-03;04:39;dubbo;R10;5;KIANDO DIVA;
662;2024-11-03;04:39;dubbo;R10;6;PEYTON'S WISH;89
663;2024-11-03;04:39;dubbo;R10;7;POLLY'S GEM;89
664;2024-11-03;04:39;dubbo;R10;8;MEDIA MAGNATE;100
665;2024-11-03;04:39;dubbo;R10;9;WHISKEY JAZZ;79
666;2024-11-03;04:39;dubbo;R10;10;INTRUDE;
667;2024-11-03;04:58;maitland;R1;1;JAMAICA RUM;90
668;2024-11-03;04:58;maitland;R1;2;RAINING WINE;83
669;2024-11-03;04:58;maitland;R1;3;DANDY DREAMER;
670;2024-11-03;04:58;maitland;R1;4;ZIPPING TANDER;95
671;2024-11-03;04:58;maitland;R1;5;MELISSA'S MARVEL;69
672;2024-11-03;04:58;maitland;R1;6;RED DIGGER;100
673;2024-11-03;04:58;maitland;R1;7;RAINING BOURBON;75
674;2024-11-03;04:58;maitland;R1;8;GOODWIN FERNANDO;87
675;2024-11-03;04:58;maitland;R1;9;STYLISH EYES;77
676;2024-11-03;05:16;maitland;R2;1;ASTRAL STAR;91
677;2024-11-03;05:16;maitland;R2;2;JILLIBY EELS;98
678;2024-11-03;05:16;maitland;R2;3;TYPHOON ETHICS;
679;2024-11-03;05:16;maitland;R2;4;REBEL ZESTA;76
680;2024-11-03;05:16;maitland;R2;5;FIRST SENT;
681;2024-11-03;05:16;maitland;R2;6;PRINCESS NEVADA;91
682;2024-11-03;05:16;maitland;R2;7;CRUISING CHARLIE;100
683;2024-11-03;05:16;maitland;R2;8;DEADLOCK;93
684;2024-11-03;05:16;maitland;R2;9;ENGINEERED KAOS;98
685;2024-11-03;05:16;maitland;R2;10;JAGGER STYLE;91
686;2024-11-03;05:38;maitland;R3;1;MADE IN LONDON;90
687;2024-11-03;05:38;maitland;R3;2;SCREAMING UP;85
688;2024-11-03;05:38;maitland;R3;3;ROLLS RIPPLE;87
689;2024-11-03;05:38;maitland;R3;4;MUSTANG SHERRY;91
690;2024-11-03;05:38;maitland;R3;5;WINTER TRALEE;89
691;2024-11-03;05:38;maitland;R3;6;REVIVED;90
692;2024-11-03;05:38;maitland;R3;7;KINGSLEY;86
693;2024-11-03;05:38;maitland;R3;8;MY MOON SHADOW;100
694;2024-11-03;05:38;maitland;R3;9;ENGINEERED KAOS;
695;2024-11-03;05:38;maitland;R3;10;JAGGER STYLE;
696;2024-11-03;06:00;maitland;R4;1;DAWN RAIDER;100
697;2024-11-03;06:00;maitland;R4;2;MONTICELLO;94
698;2024-11-03;06:00;maitland;R4;3;CAN'T EXTEND;80
699;2024-11-03;06:00;maitland;R4;4;BOMB NOAH;89
700;2024-11-03;06:00;maitland;R4;5;CASSIDY BOY;76
701;2024-11-03;06:00;maitland;R4;6;FIRE MOTTO;86
702;2024-11-03;06:00;maitland;R4;7;KETTLE HEAD;96
703;2024-11-03;06:00;maitland;R4;8;ALL ABOUT ARCHIE;80
704;2024-11-03;06:00;maitland;R4;9;JAGGER STYLE;
705;2024-11-03;06:00;maitland;R4;10;ENGINEERED KAOS;
706;2024-11-03;06:18;maitland;R5;1;GUBBIO;93
707;2024-11-03;06:18;maitland;R5;2;TARZAN TEDDY;95
708;2024-11-03;06:18;maitland;R5;3;AUSSIE RATTLER;
709;2024-11-03;06:18;maitland;R5;4;SOUL SPLICER;95
710;2024-11-03;06:18;maitland;R5;5;SHACK UP BEAST;82
711;2024-11-03;06:18;maitland;R5;6;DIRTY DANCING;74
712;2024-11-03;06:18;maitland;R5;7;LEAD FOOT LARRY;100
713;2024-11-03;06:18;maitland;R5;8;TOXIC LABEL;86
714;2024-11-03;06:18;maitland;R5;9;JAGGER STYLE;
715;2024-11-03;06:18;maitland;R5;10;ENGINEERED KAOS;
716;2024-11-03;06:40;maitland;R6;1;MARLEE STAR;97
717;2024-11-03;06:40;maitland;R6;2;WEFFALEE SHIELD;89
718;2024-11-03;06:40;maitland;R6;3;HISTORY'S COMING;93
719;2024-11-03;06:40;maitland;R6;4;OUR CHINA RED;87
720;2024-11-03;06:40;maitland;R6;5;BADGER'S BEAST;
721;2024-11-03;06:40;maitland;R6;6;BEST EVER;
722;2024-11-03;06:40;maitland;R6;7;BLUE JUGGLER;100
723;2024-11-03;06:40;maitland;R6;8;TARAWI FLASH;92
724;2024-11-03;06:58;maitland;R7;1;ZIPPING CAGNEY;
725;2024-11-03;06:58;maitland;R7;2;ZIPPING GABLE;88
726;2024-11-03;06:58;maitland;R7;3;TARAWI MALIBU;78
727;2024-11-03;06:58;maitland;R7;4;EXALTED FIRE;66
728;2024-11-03;06:58;maitland;R7;5;ELIZABETH FIRE;95
729;2024-11-03;06:58;maitland;R7;6;EAT THE TICKET;100
730;2024-11-03;06:58;maitland;R7;7;BONNIE MAGGIE;79
731;2024-11-03;06:58;maitland;R7;8;DIRT BAND;83
732;2024-11-03;07:20;maitland;R8;1;SMOKE AND FLAME;81
733;2024-11-03;07:20;maitland;R8;2;TRALEE ENZO;100
734;2024-11-03;07:20;maitland;R8;3;HURRICANE YOYO;80
735;2024-11-03;07:20;maitland;R8;4;PAVLOV BALE;87
736;2024-11-03;07:20;maitland;R8;5;VACANT BOX;
737;2024-11-03;07:20;maitland;R8;6;SPEEDY HOUDINI;93
738;2024-11-03;07:20;maitland;R8;7;RATTLIN' BYE;94
739;2024-11-03;07:20;maitland;R8;8;ZIPPER BANK;99
740;2024-11-03;07:43;maitland;R9;1;MAX STAPPEN;98
741;2024-11-03;07:43;maitland;R9;2;HARD HEAD RED;84
742;2024-11-03;07:43;maitland;R9;3;VACANT BOX;
743;2024-11-03;07:43;maitland;R9;4;MY BOY AIDEN;78
744;2024-11-03;07:43;maitland;R9;5;SUNRISE CRUISER;81
745;2024-11-03;07:43;maitland;R9;6;VACANT BOX;
746;2024-11-03;07:43;maitland;R9;7;KILCOY CASTLE;97
747;2024-11-03;07:43;maitland;R9;8;COOL JUNIOR;100
748;2024-11-03;08:01;maitland;R10;1;ZIPPER PATROL;100
749;2024-11-03;08:01;maitland;R10;2;LIGHTNING JENNY;72
750;2024-11-03;08:01;maitland;R10;3;VACANT BOX;
751;2024-11-03;08:01;maitland;R10;4;CARPENTER'S ARMS;97
752;2024-11-03;08:01;maitland;R10;5;TYPHOON DOT;86
753;2024-11-03;08:01;maitland;R10;6;VACANT BOX;
754;2024-11-03;08:01;maitland;R10;7;SPACE GIRL;95
755;2024-11-03;08:01;maitland;R10;8;JERRY'S MATE;86
756;2024-11-03;01:31;northam;R1;1;ICELANDIC TEARS;91
757;2024-11-03;01:31;northam;R1;2;SIMPLY ROWDY;85
758;2024-11-03;01:31;northam;R1;3;BIRDIE PORT;69
759;2024-11-03;01:31;northam;R1;4;CYCLONIC NICK;86
760;2024-11-03;01:31;northam;R1;5;DEFIANT PAM;97
761;2024-11-03;01:31;northam;R1;6;KILLER KELLY;93
762;2024-11-03;01:31;northam;R1;7;OHANA DUCHESS;
763;2024-11-03;01:31;northam;R1;8;ISLA MCCOOL;100
764;2024-11-03;01:31;northam;R1;9;MRS. GORDON;
765;2024-11-03;01:31;northam;R1;10;SHINBONER DAISY;73
766;2024-11-03;01:49;northam;R2;1;DIVA;87
767;2024-11-03;01:49;northam;R2;2;SHINBONER FIESTY;82
768;2024-11-03;01:49;northam;R2;3;FOREVER SEVEN;89
769;2024-11-03;01:49;northam;R2;4;JAMES KEEPING;100
770;2024-11-03;01:49;northam;R2;5;AUGUSTA STAR;96
771;2024-11-03;01:49;northam;R2;6;COOTAMUNDRA LAD;99
772;2024-11-03;01:49;northam;R2;7;SO TEMPTING;84
773;2024-11-03;01:49;northam;R2;8;SHINBONER TWIST;86
774;2024-11-03;01:49;northam;R2;9;ROCKABYE MISS;
775;2024-11-03;01:49;northam;R2;10;LARA HOOK;
776;2024-11-03;02:06;northam;R3;1;RANGER RICKSEN;98
777;2024-11-03;02:06;northam;R3;2;TWO SPOT MALT;100
778;2024-11-03;02:06;northam;R3;3;CISCO RIPPLE;92
779;2024-11-03;02:06;northam;R3;4;REV ON RUSSELL;96
780;2024-11-03;02:06;northam;R3;5;SIMPLY PRESTO;89
781;2024-11-03;02:06;northam;R3;6;FLYING VANCE;80
782;2024-11-03;02:06;northam;R3;7;GOLDEN SPOLLY;100
783;2024-11-03;02:06;northam;R3;8;CANYA GULFSTREAM;95
784;2024-11-03;02:06;northam;R3;9;ASTRAL FUN;
785;2024-11-03;02:06;northam;R3;10;JUBILEE KEEPING;
786;2024-11-03;02:24;northam;R4;1;SIVO KEEPING;100
787;2024-11-03;02:24;northam;R4;2;KINGSBRAE EXTRA;86
788;2024-11-03;02:24;northam;R4;3;POPPY TAHLEIA;93
789;2024-11-03;02:24;northam;R4;4;VICTIM OF DESIRE;87
790;2024-11-03;02:24;northam;R4;5;WIZARD'S NERO;88
791;2024-11-03;02:24;northam;R4;6;BLACK TRINITY;76
792;2024-11-03;02:24;northam;R4;7;SARABI SINCLAIR;87
793;2024-11-03;02:24;northam;R4;8;RIPPLE RHYTHM;84
794;2024-11-03;02:24;northam;R4;9;TAPIS MAGIQUE;
795;2024-11-03;02:24;northam;R4;10;SIMPLY BEAT THAT;
796;2024-11-03;02:49;northam;R5;1;TURBO CHARGE;79
797;2024-11-03;02:49;northam;R5;2;GIGI ALICE;76
798;2024-11-03;02:49;northam;R5;3;OHANA PAIGE;73
799;2024-11-03;02:49;northam;R5;4;CLAIRE KEEPING;70
800;2024-11-03;02:49;northam;R5;5;WINNIE'S WISDOM;83
801;2024-11-03;02:49;northam;R5;6;SURE AS BROTHER;66
802;2024-11-03;02:49;northam;R5;7;MARKOV;88
